original_id,original
9355,dasch ja scho wi nei nei das chasch ja gar nid studiere
9356,:geit gar ni
9357,was hesch du da ir hand was hani ir hang hani di ganz zit [gmugst]
9358,wär isch ds im vordergrund
9359,:gueti frag
9360,i bi allei im büro
9361,:[ ]
9362,ah was wük
9363,nei :dr eint kolleg (.) mir si i bi mit ihm z bärn gsi oder  (.) när simer eh im starbucks oder so gsi  (.) när heimer oder i weiss nümm gnau wo uf au fäu heimer ignwie öppis kouft und är het huere viu  (.) när är so huere gönnjamin bini (.) i ha so a di dänkt
9364,genau  (..) gönnjamin
9365,hustle
9366,so gäu  (.) wieni hüt mitem XXX
9367,bing
9368,wo isch de dini mitbewohnerin
9369,`m foode
9370,was isch z lieblings
9371,:eifch e bar
9372,bisch im DIVINO bisch sicher scho gsi (.) nei dört berchunnsch huere d ding  (.) :wi heissts
9373,ja i du  (.) i ha eine gha dä siech isch mir igfahre
9374,nei wü-
9375,so nei isch nid e sha...` isch wiene drink aso aus pur ja
9376,:nei f februar
9377,nei märz
9378,:zwöufte märz
9379,ja geburtstag vor kollegin
9380,ja wes dr geburtstag vor kollegin isch gsi
9381,ja när no ja
9382,super gsi
9383,geisch viu
9384,[du] nid
9385,:[ ] es isch nid schön
9386,eifach no so jä
9387,aso im DIVINO
9388,nei ämu ni
9389,no so zwinkeret
9390,nei so-
9391,:nei wo geisch de du de z bärn
9392,bar
9393,:di gäubi dert
9394,wo de
9395,[unverständlich]
9396,machi aso
9397,ah botz
9398,meinsch [unverständlich] dr schämpis scho huere lang
9399,ah so geil
9400,[unverständlich] usgloffnigs bier
9401,nei dsch so grusig
9402,was heissts überhoupt wanderweg
9403,ei nei  (.) aber es isch haut scho wichtig dass das zur gäutig chunnt
9404,:XXX
9405,stimmt z XXX chunnt
9406,:[unverständlich] hasse
9407,geits no gib der mi-
9408,XXX i bringe der nie meh
9409,hä itz hani o grad müesse überlege
9410,vo ihre (.) so süess  (..) bring mer gschider  (.) cherry tomätli nid zierchürbis
9411,hey nei
9412,:äuä ja i weiss nid was es isch  huere grusig  (.) nei mi würds mau ufnäh eh wunger näh wed ds uf duesch öb ds huere stinkt
9413,:isch aues [tout]
9414,isch äbe obe ofefrüsch gäu
9415,meinsch dä het ds würklech gässe denn
9416,ds chönnt würk si
9417,dsch äuä gd z ding (..) mhm
9418,het viellech gar ke uswürkige meh ufe mage  (.) :cha ihm gar nid schlächt wärde
9419,es louft eifach
9420,wöus eifach louft
9421,mja wod chasch ding u när [chunnt sie] jaja u när bisle sie
9422,du du hesch mau so gseit oder irgendwie öppis isch gsi i ha gfragt wo geisch hi när hesch du gseit brunzchutte ga chere när het doch XXX gfrogt was geisch när du brunzchutte cha
9423,heschs eich no nid gseh
9424,genau (..) uh z letscht mau  (.) zwänzg vor zwöufi ou wart gester
9425,:ah ja gester
9426,am abe
9427,[no] ir nacht  du dä het gwartet de uf sis si geburi
9428,wie heisst sie scho wieder
9429,ah ja XXX
9430,beidi mit b he
9431,XXX a sim am gspräch da  (.) feedback gspräch  (.) heter vo sire XXX verzeut
9432,nä ä
9433,ah isch guet
9434,hei es wunger het dä nid hallo gseit [hübsch]
9435,ih ja i ha aber ou nid gluegt
9436,scho het er dir am mittag hallo gseit
9437,dä het eis mau gad geburtstag gha im fau
9438,logisch
9439,e:::h ja
9440,itz wük
9441,:zeig vo wo vom call center
9442,nei mir müesse öppis mit de mir müesse scho no öppis mit däm food und mit dene ordner ine bringe
9443,vom XXX
9444,dsch nei dsch wahnsinnig he
9445,dä isch dä hockt wi uf nadle
9446,nei was dänkt dä dass me eigentlech no so churzfristig für zwöuf persone cha
9447,:oh krass
9448,ni schlächt
9449,dis grosi chunnt sie di wieder cho bsueche
9450,geisch wieder am wucheänd
9451,geisch jedi wuche
9452,:[ ] cool
9453,geisch dert gad ga ässe
9454,u süsch nume fleisch
9455,:[sie hei di] ja huere ufgschmisse we die
9456,:vegi oder vegan läbe
9457,:ah hesch gseit du wosch eifach ke bärner pla-
9458,ah heschs nid gärn
9459,:oh nei
9460,ih heschs glich gässe
9461,itz würk
9462,:ah ja stimmt ja nei dsch när huere blöd  ih nei aber hesch nid dänkt gha scheisse
9463,weisch sie chunnt so und du [när äh]
9464,hesch huere lang gha
9465,hesch nid wöue frage wosch no chli i ma fasch nümm
9466,du die isch hüt aber no nid so aut gsi
9467,läck di bohne he
9468,[putzt di] [ ] [hani ] scho huere müesse furze
9469,nei huere ni
9470,die het mi no het mi [no ohne]  [ ]
9471,:ha zersch dänkt ds eh
9472,hei wie imne fium wüük
9473,:huere ni ja aber nid zu eire wo iwie wie aut ff
9474,ja isch scho chli euter gsi oder ämu die am tisch
9475,si scho so chli
9476,pft d frag isch itz bi wäm isch sie ga z ässe chlaue
9477,sie gönnt sech hurti gönnt zersch het sie sech gönnt dass sie cha furze
9478,:[weste]
9479,darum vorhär no hurti oder
9480,ganz leid  (..) richtig leid
9481,ah nume scho je travaille avec
9482,:vo jedere person so
9483,ihri
9484,:ja genau  (.) errate wärs isch
9485,:gester het er no so
9486,gester het er
9487,oh je
9488,:es würd mi scho no wunger näh was dä büglet aso weisch was er dert macht
9489,[bä::rgle] staple när rütsche sie wieder ache und wenn sie ache grütscht si wieder obe druf
9490,eh sowieso
9491,:ha gseit
9492,sie rumt aus us
9493,isch ds guet gsi dès buskers
9494,huere dr dieb hie
9495,:und au huere bsoffe
9496,`t ja chönne si
9497,:[ja genau]
9498,:du trinksch gèd
9499,isch ja e ungerschied
9500,ja gib der rächt
9501,hets dini mitbewohnerin gseit
9502,:het sie di bis übere ghört
9503,nei itz wük
9504,het di nüt ghört
9505,ämu ni hesch würk gstoubsugeret
9506,:di ganzi hütte
9507,:mjaja (.) s chunnt äbe dervo wenn me z züg nid  (.) verschiebt
9508,XXX was söu das
9509,:ds chönnt itz äbe für wenn de bsuech hesch  (.) [du] chönntsch itz dert [unverständlich]-
9510,genau chefsässu
9511,dänk meh hie si
9512,hundert druf
9513,-wi wie breit ischs oder wie läng
9514,dasch ja no [unverständlich]
9515,:de chasch huere chille
9516,möbu
9517,:wenn bechunnsches
9518,ah du hesch no gar nid bsteut
9519,krass und da het würk aues platz
9520,aha ja [super]
9521,ih ds hani no nie g gluegt was dä ann het aso mou hemmli oder so  (.) immer viu ds ksd
9522,:gfaut ihm äuä huere
9523,aber d [unverständlich] isch ou immer glich agleit
9524,ja immer die gliche hose
9525,i ha würk immer so die gliche [eini] nach ere wuche hesch wieder zwöi ah
9526,ni gäu
9527,nei i cha eifach i bi eifach scho guet
9528,i haf dr weisch ds gummiringli  (.) isch wi nid het nid ghäbt und de ischs
9529,nid guet zue oder u när
9530,ja ds wär äuä ... ghas itz  ga mache
9531,fähler oder gsi
9532,heud (..) dä mängisch  (.) aber hesch gmerkt är git dä isch so nervös immer wenn är sis kaffi het de duet er da immer mit sine finger so
9533,dings
9534,gäu so
9535,mit sine füess ey nei so
9536,:huere nervös
9537,we dä so ehm ehm ehm
9538,ehm ehm ehm red bull ja het
9539,imfau wük
9540,ds het er hüt luschtig gfunge mit XXX
9541,het ers no nid gänderet
9542,:im task manager
9543,morn XXX schnäbi
9544,ja nei neui
9545,:mängisch macht er o so
9546,:im gross
9547,:aha ja
9548,hesch öppis gseit när
9549,nimau glachet sicher dr [unverständlich]
9550,:cheffe
9551,uh ja uh dä berchunnt viu güt gl was het er da gester u hüt gl hallo leute  (..) was ist wieder los  (.) versuchte wieder das sekretariat zu [nummerieren]-
9552,mit grossbuechstabe
9553,ja guet är isch aber ou relativ ehm  (..) fräch
9554,gsi
9555,dünkt mi
9556,eh jo dä isch
9557,:hesch mer dr dings
9558,:wieder ehm aktualisiere uf vordermaa bringe ds wäri de
9559,ja ds wär jo no  (.) we irgendwie scho juni wär u du ehsch z gfüeuh oh ou no drü mönet
9560,ja äbe wöus [nid] aktualisiert het
9561,:für ds hesch ja-
9562,wo hesch de dr gin itz hi da  (.) d küehli
9563,mir hei deheim huere viu
9564,:iwie vier oder so
9565,:ah zeig mer itz da dä ingwerer
9566,nei i wett schmöcke
9567,:dasch dä wo de dr eh XXX hesch wöue gä gäu
9568,aso wi trinksch dä mit eh tonic
9569,pur
9570,nei ächt
9571,ischs scharf aso
9572,ja stimmt es duet ingwie zimet [si]
9573,:[isch] ds ou dinne
9574,gwürz
9575,wie gheisst dä ingwerer
9576,hot [more hot] (.) [packs]
9577,müesstischs mau mitnäh
9578,wieso am friti ah isch er morn nid da
9579,wosch es glesli
9580,är isch würk so huere schüch
9581,mhm [unverständlich]
9582,i gloub dä würd ou aus mache für di  (..) weisch
9583,:jaja
9584,ha ni so z gfüeuh aso i schetze ne chli so i
9585,gäu und nid würk sone öh [la si]
9586,was vo was
9587,es [sugt] eim gad d backe
9588,und nimmt scho d zahnform ah
9589,:ja nei mh dr XXX hets no nid gseh
9590,:nimmt mi wunger wenn ärs [unger]schribt (.) eh ob was er schribt und ob er schribt
9591,[...] hesch gseh irgend sone chiste hets dert isch so ne grossi chrone dinne
9592,wo het er de no angeri chröndli
9593,ächt
9594,muessi de mau luege  (.) morgen
9595,bewärtigspapier
9596,:oh
9597,ah hesch du die becho
9598,ah i no ni (.) ah i bi ja ni hie gsi stimmt
9599,nei wöu i nei wöu ig bi är het no öppis korrigiert
9600,has no chönne ungerschribe
9601,i has no nid e mau i de finger gha
9602,:hesch no öppis gseit oder hesch eifach ungerschribe  (.) was het de dini mom gseit
9603,:mhm (.) ah hesch aso hesch vor ihm gseit gha ja i verstahs nid gnau
9604,:u när was het er uf ds gseit
9605,u när was hesch gseit
9606,ah het ers [unverständlich]-
9607,hei nei  (.) viellech mau es protokou schribe
9608,:ja ja ja ja
9609,vor armeeapothek gäu ischs
9610,i säg dr XXX redt morn huere viu über die gl isch doch itz zwöi täg
9611,:geit sicher zwe stung
9612,:heit er letscht wuche gha
9613,heit er keni gha
9614,dr gross ruak
9615,wo isch dä gsi isch er viu da gsi
9616,isch er itz iz isch är de äuä ou abwäsend nächst wuche de  (.) oder eifach im büro [unverständlich] ah ja
9617,eifach d nachtschicht
9618,isch er düre tag morn o dert
9619,de isch er düre tag o dert
9620,wöu ir nachtschicht macht er öppe sowieso nüt
9621,so wies tönt isch die no hübsch he
9622,:isch ja guet
9623,ja aber i isch itz nid leid dä typ  (..) wo dunge isch gsi denn (.) :[unverständlich]
9624,ah git itz leiders
9625,:ni
9626,aso i ha ne ja ni so gnau chönne aluege oder wöu eine näbe drann isch gsi aber
9627,[nei scho ni]
9628,[är het] z XXX
9629,pet container [dsch geil]
9630,di si würk huere hässlech
9631,:dä tönt wie nach [gsuechet]
9632,der bachelor best of
9633,eh eh eh
9634,seit immer ah um sorry
9635,i cha mer das fasch nid vorsteue
9636,ni so gro aso nei
9637,:ja nidmau oder
9638,wie heisst itz XXX XXX weles isch [itz]
9639,folge drei
9640,alle unter einem dach
9641,fucks bunny
9642,mami chulo
9643,nei  (.) frau WALDFETISCH
9644,z geilschte isch z lache när da dr schrei
9645,äh
9646,:die het gar ke name nämlech
9647,ja wart schnäu
9648,papi chula  oh nei  (.) papi chulo
9649,wo die hose anne het
9650,i wett itz lose wie dä
9651,dä isch scho
9652,dä isch o geil mit dere rose isch huere hert eigentlech
9653,sie het scho huere d brüscht
9654,unschwizerisch
9655,:[glachet]
9656,da bisch gstraft scho fasch
9657,das chasch gar nid nache mache
9658,gäu isch huere schlimm
9659,oh uo isch sicher guet
9660,ig o  (.) greiz i lise da immer greyerzerstrass
9661,[schlau] oder
9662,scho luege sie der gd id hütte ine zum teu da äne
9663,:jaja klar
9664,ah wo isch die wo immer
9665,:nei ächt
9666,:ischs gad gange
9667,:d schattespieli gseh hinge
9668,ah du hesch se gd gseh
9669,aso nackt
9670,:hesch se gseh
9671,mau ga luege
9672,e chli ache oder ufe
9673,mh bini mer nid sich nä ä isch dunku
9674,wele garte
9675,huere pet
9676,ah isch ja huere härzig
9677,ou achtung
9678,:wow
9679,:ja aber isch zimlech ungmüetlech wöus huere chaut isch hie
9680,[unverständlich] die dä
9681,:jaja z stägehus das isch mer klar
9682,jaja jaja
9683,genau (.) und links oder rächts
9684,sie si äuä dran
9685,bring ne doch grad mit
9686,ou [doch ni]
9687,papi (.) :papi chulo
9688,geit sie nümm
9689,chasch se ni flicke
9690,d XXX im
9691,vo wäm isch die ah tsch
9692,[so geil]
9693,:ah di chasch gstaute när sch chunnt si gèd
9694,:mou (.) aber i has no nie gmacht
9695,im dings (...) frankeburg hei sie so es museum gha
9696,mhm (..) mit em ne skelett
9697,när hei mer es foto gmacht (.) mit däm (...) ha nis ni
9698,dr fredy isch ds
9699,:lacht
9700,siech isch huere erchlüpft ni
9701,ou shit
9702,mja sch geil
9703,ja (.) ds chönntsch du
9704,wele a dä wo itz dert uf däm ah
9705,hesch mit däm kontakt
9706,isch de itz immer no z züri
9707,:was macht de dä
9708,:ksd (.) ksd oder
9709,leises lachen
9710,:papi chulo
9711,:so chum nimm no eis de hei mers
9712,:mou de heimers gno he nei s-
9713,:duet mer leid
9714,:gönne mr ds ja äbe gönnjamin
9715,was hesch de dert fürne statue
9716,ou botz
9717,:gin chrieger
9718,störe nech hurti
9719,:tip top jo öbs überhoupt no ufnimmt
9720,schüsch chöiter gad dopplet so lang
9721,tschüss
9722,göt ine i ghöre nech süsch nid uf dr ufnahm
9723,stinkt sicher bi euch
9724,ds ou
9725,eh i ha dr ungerschied zwüsche terra cotta und panna cotta nie checkt  (.) dasch ke witz (.) woni no es ching bi gsi
9726,du dumms ching
9727,nä ä nimm  (.) öhm i la euch in rueh ja mir si ferti
9728,dä da isch guet
9729,lueg itz
9730,huere guet
9731,bittschön
9732,igwie ischs huere komisch (..) ehm vom decathlon
9733,aber es isch plastik das isch scheisse gäll
9734,aber isch besser als
9735,über plastik macht
9736,itze chas mi mau
9737,figg di
9738,lueg wie geil
9739,nei da hets eine din
9740,steit da irgendwie
9741,lueg
9742,ah was isch das
9743,white nut
9744,zucchini aute
9745,lidl
9746,i ha mer e glüehwi kouft im lidl
9747,ja (.) isch no geil gsi
9748,hesch itz glüehwi
9749,itz nie
9750,i dès chönnt me würk mache
9751,ah und donnstig u fritig chumi nid id schuel
9752,will i ga uf d bettmeralp
9753,mit XXX und XXX
9754,i säg eifach i bi chrank
9755,mhm hueren geil
9756,wehe dès isch nid guet
9757,aute i finge dès geil
9758,was wünschisch der eigentlech
9759,wünschisch der öppis
9760,die hesch scho vo dinere schwöster
9761,die si huere geil ja i weiss welli
9762,geil was fürigi
9763,chasch der itz ohrepänk wünsche
9764,das hesch o no nie chönne
9765,ja aber döffsch chasch se
9766,se scho useneh
9767,aha geil
9768,wäh
9769,ja sind huere nice (.) nimmsch
9770,nimm schnell e biss
9771,säg wies findsch
9772,ämu nid so geil
9773,es het fasch kei gschmack
9774,mhm (.) dès chönnt i mer würk vor stelle
9775,dès isch würk so
9776,aber ischs nid numme wäg em esse
9777,wäg em esse
9778,ischs o wäg em alege
9779,das hani nid gwüsst
9780,ah was
9781,eifach aues was vo tier chunnt
9782,ni mau alege
9783,ganz chrank
9784,verstahni nid
9785,isch XXX eich o
9786,öh de gits eifach bi eu nie fleisch oder was
9787,nei itz würk
9788,wäg sinere fründin
9789,wenn isch er zum spass
9790,hä aso wäg ehm wüu er itz mit sire fründin zäme isch
9791,oder (UNVERSTÄNDLICH)
9792,er will seriös sie
9793,gsehsch ne no viu
9794,aso was dihei oder was
9795,ah am samstig
9796,wo wohnt er
9797,ah er wohnt itz dert
9798,ja er schafft ds interlake
9799,aute de siech verdient itz vou he
9800,gfauts ihm eich
9801,ischs nid huere streng
9802,hey dès gloubi
9803,aute krass
9804,ja am afang muesch huere klar cho mit dem
9805,gloube
9806,und er isch die ganz zit allei dert ni
9807,gäll er schafft u huere viu
9808,dès gseht mega geil us dörfi e biss vo dier
9809,nei ds angere
9810,danke
9811,boah mega geil
9812,u när hesch no chli mitgno
9813,i ha gester scho wieder raclette gha
9814,da gits
9815,han grad es déjà vu gha
9816,itz hani grad es déjà vu gha
9817,weiss es nid
9818,chas der de verzeue
9819,aber i gloub er tuet nid nach guet oder schlecht bewerte
9820,du nimmsch itz nie huere de zweisimme slang mit
9821,(UNVERSTÄNDLICH) du spasst
9822,gwüss nid
9823,red mau zweismme dialekt
9824,mer chöi über aues rede
9825,wo göit er eich häre
9826,dir heit am treffpunkt abgmacht
9827,du muesch no lehre
9828,guet merci du itz simer fertig
9829,dès längt
9830,gäu dä isch huere lang mit sire fründin zäme gsi
9831,aber so isch scho chli komisch
9832,und was het X XXX derzue gseit
9833,sie isch en guet er isch en guete kolleg vo ihm oder
9834,aha aber nachher nüm
9835,und d XXX
9836,und was het er derzue gseit
9837,de hets gar nid gläse
9838,was het er när gschribe
9839,er het öppe keis handy
9840,isch itz nie uf handyentzug
9841,zeig mau
9842,wow itz chunnt de XXX
9843,XXX bringsch mer öppis
9844,sone ginger tee
9845,i zaus der när zrugg
9846,ingwer
9847,weisch welle
9848,mhm genau
9849,für mi brüetsch sire (.) seminararbeit
9850,forschig
9851,tschüssi
9852,danke (LACHT)  guets ufnä
9853,was isch er am mache
9854,bisch DA im gym gsi
9855,gloub täschene
9856,sone stoffbütu
9857,ja zeig
9858,o::h schulz (UNVERSTÄNDLICH)
9859,(genau/janu)
9860,(dès ghört/isch) nume mi brüetsch
9861,oh ehm d XXX isch mit em XXX in adelbode gsi
9862,nei (.) i ha se gfragt
9863,ja gloub scho
9864,i steus mer rächt lustig vor
9865,hey isch das dis buech
9866,i finge mis nüm
9867,aute du heschs sogar debi gha
9868,itz scho wieder
9869,hey dini BG lehrerin het mi huere gärn
9870,i weiss
9871,oh mein gott huere guet gmacht
9872,i dès fingi itz grad huere geil
9873,so geil XXX
9874,heschs zersch no guet müesse faute
9875,wart no schnäu i erkenne grad nid was das isch
9876,ah itze gsehnis i ha dänkt irgendes tier
9877,ja dès gsehni dès isch huere guet zeichnet
9878,huere herzig
9879,oh mein gott schlimmer als e ma
9880,scheiss egau (.) dès gseht ja itz niemer
9881,aber lueg bi mir
9882,o chli
9883,ja i weiss i muess se icrème
9884,äh sie gseh huere hässlech us irgendwie
9885,wä::
9886,wieso gseh sie so hässlech us
9887,(ungeil/huere)
9888,es ist so (.) hässlich ey
9889,öh öh aute öh öh
9890,oh mein gott am samstig woni nei am sunntig woni gschafft han (.) isch sone riesigi gruppe gsi sone arroganti
9891,riesigi gruppe u sie hei so viu esse ligge gla nachher hani die ganz zit a di müesse denke
9892,wäg em food waste
9893,hey XXX
9894,nei mer müesses nume ufnäh
9895,mer müesse eifach rede
9896,oh nei (..) sorry
9897,bisch itz enttüscht
9898,u du muesch eifach (.) nid
9899,dänke (.) eifach rede
9900,geit nech
9901,sitz here bitte
9902,was isch das fürne pulli
9903,u dès
9904,setz dich dahin
9905,sösch ghört mes nid
9906,cool XXX
9907,wo bisch wo heschs kouft
9908,oh zeig mau schnäu di
9909,dini haar
9910,er isch bim coiffeur gsi
9911,wie ischs gsi
9912,ja wie ischs gsi
9913,wüu er schwarz isch
9914,ja aber sie setzt cola
9915,ja das isch gar nid rassistisch gmeint
9916,nei aso mit zwöi
9917,die chöi dès no nid überlege
9918,nei cola isch schwarz
9919,und drum  seit sie dès
9920,ja i liebe dès
9921,ziegenkäse
9922,bisch itz no bim coiffeur gsi XXX
9923,aber ah ja doch si scho chli weniger
9924,was het der XXX so när gseit
9925,aso XXX
9926,da chasch jetz würk nid
9927,aso hallo
9928,dès wär de ganz krass
9929,aha ihrem mami
9930,(sit) wenn hesch müesse hüete
9931,vo wem us nid
9932,ah nei XXX
9933,abstinenz
9934,entzug
9935,verzicht
9936,tuet mängisch o guet gäu
9937,meh isch wük viu fitter
9938,scho krass
9939,chasch schnell dès
9940,du hesch öppe o scho ewigs kes
9941,aber i finge es macht när vor auem am mäntig huere  viu us
9942,ja äbe aber das findi när o so schad wenn de ganz sunntig
9943,am arsch isch
9944,dès isch eich würk no geil  när chasch zeichne
9945,u när geits der guet
9946,hübeli
9947,bini dört o iglade
9948,so spasstis nei
9949,ah würk dert gö viu nid
9950,wosch o e biss
9951,XXX i frage ne ob er o chunnt am samsti
9952,wüus so wit isch
9953,dès stimmt s isch huere wit
9954,abseits
9955,isch chessu geil XXX
9956,hets dert nid immer  jüngeri
9957,mier sie doch o einisch gsi
9958,vor drü jahr
9959,isch ds letscht mau gsi
9960,när bini nie meh gsi
9961,lueg d affäre vor XXX
9962,vo wem ischs gsi
9963,oh mein gott geil gsi
9964,klingt super eh
9965,ihr seid itz so geil eh
9966,u när gits de
9967,wenn isch  dä am samstig no
9968,kennsch je de
9969,was hets im chessu mehreri floors
9970,hä aso chessu isch scho unde bir aare
9971,i ha (immer) dänkt es het nume eine
9972,LEA ds isch der erst usgang gsi weisch no
9973,wo mer da simmer ir quarta gsi
9974,bisch du denn debi gsi
9975,i bi mit de XXX gsi
9976,am fritig isch tommy versacci
9977,oder wie heisst dä
9978,geisch du o XXX
9979,wieso nid
9980,o dès isch baud
9981,auso isch wiehnachte
9982,geil freusch di
9983,ah isch dès er
9984,wo isch sie
9985,ah im dachstock gäu
9986,huere busy weekend
9987,lach
9988,XXX nid grad wieder görpsle
9989,nimmts uf
9990,mhm es gaht würk füfevierzig minute
9991,nei mir dörfe nid
9992,oh hesch no mit de XXX gschribe
9993,hesch se   gseh
9994,nei du hesch nie  abgmacht
9995,aute er fahrt zweispurig
9996,er dörf no
9997,nei (.) itz dörf er no
9998,ja aber sobald das när nüm dörfsch
9999,er nimmt itz nie dur d woche d XXX und am wochenend
10000,auso dès fingi itz o gar nid schlimm
10001,mega nice XXX
10002,wo (.) wenn
10003,jö wie wie sit dir druf cho
10004,ou: sehr guet
10005,guete übergang
10006,jö
10007,i wott hüt o no einisch gha
10008,nach de schuel
10009,weiss es o nid genau
10010,er tuet
10011,nei nid d usprach
10012,öppis wägem berner dialekt ja aso eich scho usprach (.) i weisses nid
10013,mit euch rede
10014,nei er muess mini o aluege
10015,i weiss es o nid
10016,ja dörfsch ne frage
10017,dir müesst denn o no öppis ungerschribe
10018,dass dir mitgmacht heit
10019,eh so lieb von euch ey
10020,ja (.) ischs  geil
10021,ah claro ja
10022,der XXX isch sone geile siech
10023,we dä mau öppis seit isch mit sim mit sine hose
10024,ischs de de XXX
10025,vougas
10026,ade
10027,isch er eich immer no so gstresst
10028,isch er itz chilliger druf
10029,aso isch eifach ds chnü kaputt
10030,du bisch so en spasst
10031,dès het er mer letscht mau o scho gseit
10032,aber XXX wie bisch du uf sozialwüsseschafte cho
10033,wott (.)  i mim läbe
10034,u was hesch aues agstriche
10035,dès dès isch  es paar wei das imfau no
10036,us der klass
10037,weiss es nüm
10038,mit der XXX wär würk geil
10039,oh mein gott mit däm de de würdi chotze
10040,de würdi lieber chötzle u dès aluege
10041,lueg mau wie nes judeding
10042,wenn
10043,wieso kenni die aui nid
10044,lass mal was loufe
10045,aute es seit mer nüt
10046,vo wo chunnt de
10047,du geisch fix wieder XXX
10048,ja aso i würds gloub scho no chli fire
10049,nid schlächt
10050,ja würk auso ja de dialekt isch ok
10051,(UNVERSTÄNDLICH) öppis geilers
10052,zeig mau ds andere
10053,seeed isch o no geil
10054,ehm weiss nid
10055,nei S E E D
10056,dä chunnt o
10057,ja dès hani scho ghört
10058,doch  dès hani würk scho mau
10059,SEEED
10060,aute what the fuck (UNVERSTÄNDLICH)
10061,was se fuck ey
10062,ischs nid dä
10063,gloube er isch e dütsche
10064,wieso was isch itz wieder passiert
10065,was isch itz passiert
10066,sie wott die schnell chli
10067,was isch passiert
10068,chöit dir mi schnell ufchläre
10069,ja aber es isch nid de woni dänkt ha
10070,villech heisst er angers
10071,nei nei dès isch e schwizer dä kenni
10072,was isch itz mit der ding passiert
10073,was wenn hesch d XXX gseh
10074,bim vortrag
10075,du verarschisch mi
10076,aute so assi
10077,het sie dès ernst gmeint
10078,ah nid kaputt mache mini gable
10079,gäu dès isch geil
10080,wie hei mer die verdient
10081,die sie geil XXX
10082,hani das gseit
10083,i han immer die derbi
10084,geile siech
10085,wie lang gö geisch du ufe güsche XXX
10086,drü täg
10087,geisch aui dieses mal
10088,i hoffe i bi no da
10089,zeig mau eis vo ihne
10090,was das isch huere bekannt
10091,oh XXX du kennsch se  huere
10092,aute sie gö mega ab
10093,oh merci bisch en schatz
10094,wie tüür ischs gsi
10095,nei  i zahls der würklech zrugg
10096,wenn i chligeld ha zahlis der
10097,o du hesch glück gha XXX
10098,ja jahresrückblick
10099,nei würk
10100,nimm de einer
10101,das isch e zwöier auso nimm de zwöier
10102,a:h würklech
10103,was hesch kouft XXX
10104,gseht us wie brei
10105,ah öpfumues wieso öpfumues
10106,isch dès gsund
10107,no zwänzg minute nei
10108,zwänzg minute no
10109,oh mein gott es het no es bienli
10110,whas se fuck
10111,ja aber denn blibts ja da XXX dès isch huere dumm
10112,ja das isch so
10113,aber es wott gar nid villech ischs (.) u:::
10114,u:: er isch grad mega glücklech
10115,döffis chli da hingere tue
10116,geh mal fressen ey
10117,wä lueg mau wie troche mini bei sie
10118,gäu hässlech
10119,hesch se debi
10120,yes no
10121,dès tuet huere weh döt
10122,ah i han (UNVERSTÄNDLICH)
10123,s tut echt weh
10124,aues wo mer grad gseit hei
10125,aber es chunnt nid ufe inhalt druf a
10126,wür mi huere aschisse
10127,aber merci mached der mit
10128,dini schwöster isch o ar (.) bachelorarbeit gäu
10129,eh die het er scho
10130,nachdem
10131,uh XXX
10132,i gloub er ladet euch einisch i oder so
10133,u het er der zruggfougt
10134,süsch chöimer da grad schnäu
10135,for sure (.) sicher guet
10136,eh XXX
10137,XXX foug mau am X ehm am XXX zrugg
10138,nei XXX heisst er
10139,u er fougt dir ni er fougt dir sicher
10140,XXX foug am XXX zrugg sorry dès tuet mer würk leid  i schäme mi grad e chli
10141,dès mit de sunne
10142,XXX wieso hesch du eich so viu abonnente
10143,XXX dès isch mega viu
10144,tusigdrühundert was louft
10145,was hesch du für (.) sitene no din
10146,da obe (.) ga mau  no einisch zrugg
10147,o fuck (.) schön
10148,ah euchi krassi video  sache
10149,boys us der hood
10150,göiter da go spraye
10151,dès hesch mer scho mau zeigt
10152,isch dès vom summer no
10153,wer chunnt no üf e gusche wo me kennt
10154,(UNVERSTÄNDLICH) ja die sie
10155,die sie geil
10156,aber wie viu sie itz usecho
10157,ja dä seit mer öppis was singt dä
10158,ja wenni da bin äuä scho
10159,villech bini denn scho wäg
10160,was wei wieso wöit dir am militär   alüte
10161,auso was wott sie genau mache
10162,XXX du bisch  doppel UT gäu
10163,wed nid geisch wieso hesch eich nid doppel UT wöue mache
10164,dès isch nice mit de kiddies
10165,dès chasch der merke
10166,du hesch wenn
10167,o shit
10168,dès isch würk e (..) alliteration
10169,u wieso muess sie itz alüte
10170,ja aber leute i muess schnäu (.) wieso lütet er nid säuber ah
10171,ah du fahsch dès itz scho afa spiele sozsäge
10172,muesch denn o zahle
10173,pro monat
10174,aha dès isch ja easy
10175,dès geit no
10176,wie het ers wie het ers
10177,wie het er dès gfaked
10178,gäu (.) aso
10179,aute dès muesch denn mau spile chönne
10180,so lang
10181,UNVERSTÄNDLICH)
10182,UNVERSTÄNDLICH
10183,aber tönsch du wiene muetter
10184,wie ischs aso
10185,wieso machts nid eifach würk dini mam
10186,sie hets easy gno
10187,wo hesch die strümpf kouft XXX
10188,sockestrümpf
10189,H&M
10190,ups
10191,ga när no go gügsle
10192,tue nid so lustvou
10193,no zäh minute
10194,längt dès schaffsch no oder
10195,ja dès hesch würk
10196,so en spasst
10197,was sie uf techno acts
10198,aber wenn chunnt de rest use
10199,wie wie viu sie itz usecho
10200,ja wer isch dès
10201,black eyed peas
10202,aute die
10203,die sie scho huere aut die hani glost woni no zwöufi gsi bin
10204,ja dès isch mega geil
10205,mit dem lied XXX
